['FNm10', 'Doctor Jack', 'Newmeyer', 'R', '']
['RC5', 'Two Timid Souls', 'Clair', 'R', '']
['MLR6', 'Five Star Final', 'M.LeRoy', 'R', '']
[]
['RFl70', 'Monsieur Verdoux', 'Florey', 'N', '']
['LB9', 'El grand cavalcodos', 'Bunuel', 'R', '']
['RdR38', 'Upperworld', 'delRuth', 'R', '']
['RM--', 'Oklahoma', 'Mamoulian', 'R', '']
['', 'Becky Sharp', 'Mamoulian', 'R', '']
['', 'Rings on her Fingers', 'Mamoulian', 'R', '']
['', 'Summer Holiday', 'Mamoulian', 'R', '']
['', 'Silk Stockings', 'Mamoulian', 'R', '']
['', 'Menschen am Sonntag', 'R.Siodmak', 'R', '']
['', 'Menschen am Sonntag', 'Edgar G. Ulmer', 'N', '']
['', 'Pi\\`eges', 'R.Siodmak', 'R', '']
['', 'Son of Dracula', 'R.Siodmak', 'R', '']
['', 'Cobra Woman', 'R.Siodmak', 'R', '']
['', 'Phantom Lady', 'R.Siodmak', 'R', '']
['', 'The Spiral Staircase', 'R.Siodmak', 'R', '']
['', 'Nocturne', 'R.Siodmak', 'R', '']
['', 'The Killers', 'R.Siodmak', 'R', '']
['', 'The Dark Mirror', 'R.Siodmak', 'R', '']
['', 'Criss Cross', 'R.Siodmak', 'R', '']
['', 'The Spiral Staircase', 'R.Siodmak', 'R', '']
['', 'The Crimson Pirate', 'R.Siodmak', 'R', '']
['IAg10', 'Send For Paul Temple', 'Argyle', 'R', '']
['OP13', 'Forever Amber', 'Preminger', 'R', '']
['GSt3', 'The Nitwits', 'G.Stevens~sr.', 'R', '']
['ChC5', 'Against the Wind', 'Ch.Crichton', 'R', '']
['ChC12', 'Law and Disorder', 'Ch.Crichton', 'R', '']
['ChC15', 'Wild Duck', 'Ch.Crichton', 'R', '']
['PaJ2', 'Ferry Pilot', 'P.Jackson', 'R', '']
['FZ8', 'The Men', 'Zinneman', 'R', '']
['MRs21', 'Peyton Place', 'Robson', 'R', '']
[]
['CoB1', 'The Seventh Veil', 'Bennett', 'R', '']
['WS45', 'Catherine of Russia', 'W.Staudte', 'R', '']
['NR1', 'They Live By Night', 'N.Ray', 'R', '']
['HyC10', 'Last Holiday', 'Cass', 'R', '']
['JLT50', 'Allan Quatermain and the Lost City of Gold', 'LeeThompson', 'R', '']
['JIv42', 'The Remains of the Day', 'Ivory', 'R', '']
[]
['SR45', 'The Adversary', 'S.Ray', 'R', '']
['AS22', "Morgan Stewart's Coming Home", 'Alan~Smithee', 'R', '']
['AS32', 'Raging Angels', 'Alan~Smithee', 'R', '']
['GeP15', 'Murder Most Foul', 'Pollock', 'R', '']
['ArH205', 'The Klansmen', 'Hiller', 'R', '']
['MBo12', 'The Legend of Aneus', 'Bonnard', 'R', '']
['GxR10', '', 'G.Reinhardt', 'R', '']
['GxR10', '', 'G.Reinhardt', 'R', '']
['JaS13', 'The Dark Pool', 'Smight', 'R', '']
['RHd2', 'Stop Train 349', 'Haedrich ', 'R', '']
['KRu25', 'Rainbow', 'K.Russell', 'R', '']
['MAp43', 'Moving the Mountain', 'Apted', 'R', '']
[]
['JRl10', 'Virgins and Vampires', 'Rollin', 'R', '']
['MS0', 'The Eternal City', 'Scorsese', 'R', '']
['MeW10', 'Daughter of Frankenstein', 'M.Welles', 'R', '']
['JKp35', 'Brokedown Palace', 'J.Kaplan', 'R', '']
['WiW30', 'Buena Vista Social Club', 'Wenders', 'R', '']
['WiW30', 'Buena Vista Social Club', 'Ullrich Felsberg', 'N', '']
['DLy25', 'Mulholland Drive', 'D.Lynch', 'R', '']
['GeM17', "Lorenzo's Oil", 'Geo.Miller', 'R', '']
['NiM30', 'Star Trek, Generations', 'N.Meyer', 'R', '']
['DDo15', 'Keiner liebt mich', 'Dorrie', 'R', '']
['FOR12', 'Scream Queen Hot Tub Party', 'F.O.Ray', 'R', '']
['PAl4', 'Matador', 'Almodovar', 'R', '']
['BLe5', 'Tin Men', 'B.Levinson', 'R', '']
['KaK10', 'Another Way', 'Makk', 'R', '']
['AEy13', 'Sarabande', 'Egoyan', 'R', '']
['LeN10', 'The Good Mother', 'Nimoy', 'R', '']
['AKo15', 'The Inner Circle', 'Konchalovsky', 'R', '']
['ThS5', 'Kingfish: A Story of Huey P. Long', 'Schlamme', 'R', '']
['AnL15', 'Crouching Tiger, Hidden Dragon', 'A..Lee', 'R', '']
['KDo1x', '', '', 'R', '']
['AbK15', 'Taste of Cherry', 'Kiarostami', 'R', '']
['MJu10', 'Office Space', 'M.Judge', 'R', '']
['MJu15', 'All is Routine', 'M.Judge', 'R', '']
['NtB10', 'On the Ropes', 'Burstein', 'R', '']
['NtB10', 'On the Ropes', 'Brett Morgen', 'N', '']
['PSv10', 'Metroland', 'P.Saville', 'R', '']
['SfG1', 'Lost in Translation', 'Sofia~Coppola', 'R', '']